ltla_name,ltla_code,latitude,longitude,start_date,end_date,dose,age_band,vaccines,population,percent_vaccine
Hammersmith and Fulham,E09000013,51.48733,-0.21735,08/12/2020,25/04/2021,1st dose,60-64,6305,7321,0.861221145
Haringey,E09000014,51.58771,-0.10667,08/12/2020,25/04/2021,1st dose,60-64,10091,11088,0.910082973
Harrow,E09000015,51.59467,-0.33603,08/12/2020,25/04/2021,1st dose,60-64,12476,13566,0.919652071
Havering,E09000016,51.56519,0.235368,08/12/2020,25/04/2021,1st dose,60-64,13725,13847,0.991189427
Hillingdon,E09000017,51.53663,-0.44182,08/12/2020,25/04/2021,1st dose,60-64,13869,14272,0.971762892
Hounslow,E09000018,51.46243,-0.37847,08/12/2020,25/04/2021,1st dose,60-64,12059,12531,0.962333413
Islington,E09000019,51.54548,-0.10992,08/12/2020,25/04/2021,1st dose,60-64,7687,8421,0.912836955
Kensington and Chelsea,E09000020,51.49644,-0.18976,08/12/2020,25/04/2021,1st dose,60-64,6153,8102,0.759442113
Kingston upon Thames,E09000021,51.39296,-0.28367,08/12/2020,25/04/2021,1st dose,60-64,7652,8136,0.940511308
Lambeth,E09000022,51.46445,-0.11385,08/12/2020,25/04/2021,1st dose,60-64,11148,12007,0.928458399
Lewisham,E09000023,51.44231,-0.01733,08/12/2020,25/04/2021,1st dose,60-64,11190,12418,0.90111129
Merton,E09000024,51.41057,-0.18867,08/12/2020,25/04/2021,1st dose,60-64,9196,9285,0.990414647
Newham,E09000025,51.53147,0.027289,08/12/2020,25/04/2021,1st dose,60-64,10894,12562,0.867218596
Redbridge,E09000026,51.58589,0.070071,08/12/2020,25/04/2021,1st dose,60-64,12679,13914,0.911240477
Richmond upon Thames,E09000027,51.44035,-0.28914,08/12/2020,25/04/2021,1st dose,60-64,9640,10117,0.952851636
Southwark,E09000028,51.46592,-0.07306,08/12/2020,25/04/2021,1st dose,60-64,11468,12755,0.899098393
Sutton,E09000029,51.35756,-0.17227,08/12/2020,25/04/2021,1st dose,60-64,9770,10118,0.965605851
Tower Hamlets,E09000030,51.51554,-0.03643,08/12/2020,25/04/2021,1st dose,60-64,7532,9368,0.804013664
Waltham Forest,E09000031,51.59461,-0.01881,08/12/2020,25/04/2021,1st dose,60-64,10266,11507,0.892152603
Wandsworth,E09000032,51.4524,-0.20023,08/12/2020,25/04/2021,1st dose,60-64,10727,11417,0.939563808
Westminster,E09000033,51.5122,-0.15295,08/12/2020,25/04/2021,1st dose,60-64,8029,11313,0.709714488
Barking and Dagenham,E09000002,51.54555,0.129479,08/12/2020,25/04/2021,1st dose,65-69,5319,5920,0.89847973
Barnet,E09000003,51.61108,-0.21821,08/12/2020,25/04/2021,1st dose,65-69,14115,15698,0.899159129
Bexley,E09000004,51.45823,0.146227,08/12/2020,25/04/2021,1st dose,65-69,10096,10353,0.975176277
Brent,E09000005,51.56441,-0.27568,08/12/2020,25/04/2021,1st dose,65-69,10791,12597,0.856632532
Bromley,E09000006,51.37267,0.039246,08/12/2020,25/04/2021,1st dose,65-69,13805,14671,0.940971986
Camden,E09000007,51.54306,-0.16289,08/12/2020,25/04/2021,1st dose,65-69,6544,9112,0.718173837
Croydon,E09000008,51.36598,-0.07761,08/12/2020,25/04/2021,1st dose,65-69,13727,15576,0.881291731
Ealing,E09000009,51.52443,-0.31407,08/12/2020,25/04/2021,1st dose,65-69,12318,13679,0.900504423
Enfield,E09000010,51.64888,-0.08147,08/12/2020,25/04/2021,1st dose,65-69,11507,12344,0.932193778
Greenwich,E09000011,51.46393,0.050107,08/12/2020,25/04/2021,1st dose,65-69,8424,8990,0.937041157
Hackney,E09000012,51.55492,-0.06045,08/12/2020,25/04/2021,1st dose,65-69,6562,7527,0.871794872
Hammersmith and Fulham,E09000013,51.48733,-0.21735,08/12/2020,25/04/2021,1st dose,65-69,4985,5999,0.830971829
Haringey,E09000014,51.58771,-0.10667,08/12/2020,25/04/2021,1st dose,65-69,7674,8823,0.869772186
Harrow,E09000015,51.59467,-0.33603,08/12/2020,25/04/2021,1st dose,65-69,10680,11252,0.949164593
Havering,E09000016,51.56519,0.235368,08/12/2020,25/04/2021,1st dose,65-69,11117,11826,0.940047353
Hillingdon,E09000017,51.53663,-0.44182,08/12/2020,25/04/2021,1st dose,65-69,11014,11284,0.976072315
Hounslow,E09000018,51.46243,-0.37847,08/12/2020,25/04/2021,1st dose,65-69,9708,10368,0.936342593
Islington,E09000019,51.54548,-0.10992,08/12/2020,25/04/2021,1st dose,65-69,5792,6477,0.894241161
Kensington and Chelsea,E09000020,51.49644,-0.18976,08/12/2020,25/04/2021,1st dose,65-69,4989,7035,0.709168443
Kingston upon Thames,E09000021,51.39296,-0.28367,08/12/2020,25/04/2021,1st dose,65-69,6394,6902,0.926398145
Lambeth,E09000022,51.46445,-0.11385,08/12/2020,25/04/2021,1st dose,65-69,7854,8575,0.915918367
Lewisham,E09000023,51.44231,-0.01733,08/12/2020,25/04/2021,1st dose,65-69,7798,8735,0.892730395
Merton,E09000024,51.41057,-0.18867,08/12/2020,25/04/2021,1st dose,65-69,7311,7672,0.952945777
Newham,E09000025,51.53147,0.027289,08/12/2020,25/04/2021,1st dose,65-69,7979,9208,0.866529105
Redbridge,E09000026,51.58589,0.070071,08/12/2020,25/04/2021,1st dose,65-69,10354,11505,0.899956541
Richmond upon Thames,E09000027,51.44035,-0.28914,08/12/2020,25/04/2021,1st dose,65-69,7976,8790,0.907394767
Southwark,E09000028,51.46592,-0.07306,08/12/2020,25/04/2021,1st dose,65-69,7545,8555,0.881940386
Sutton,E09000029,51.35756,-0.17227,08/12/2020,25/04/2021,1st dose,65-69,8078,8431,0.958130708
Tower Hamlets,E09000030,51.51554,-0.03643,08/12/2020,25/04/2021,1st dose,65-69,5482,7146,0.767142457
Waltham Forest,E09000031,51.59461,-0.01881,08/12/2020,25/04/2021,1st dose,65-69,7740,8887,0.870935074
Wandsworth,E09000032,51.4524,-0.20023,08/12/2020,25/04/2021,1st dose,65-69,8200,9258,0.885720458
Westminster,E09000033,51.5122,-0.15295,08/12/2020,25/04/2021,1st dose,65-69,6145,9731,0.631487
Barking and Dagenham,E09000002,51.54555,0.129479,08/12/2020,25/04/2021,1st dose,70-74,4333,4836,0.89598842
Barnet,E09000003,51.61108,-0.21821,08/12/2020,25/04/2021,1st dose,70-74,13386,14410,0.928938237
Bexley,E09000004,51.45823,0.146227,08/12/2020,25/04/2021,1st dose,70-74,10082,10250,0.983609756
Brent,E09000005,51.56441,-0.27568,08/12/2020,25/04/2021,1st dose,70-74,8612,9845,0.874758761
Bromley,E09000006,51.37267,0.039246,08/12/2020,25/04/2021,1st dose,70-74,14855,15383,0.965676396
Camden,E09000007,51.54306,-0.16289,08/12/2020,25/04/2021,1st dose,70-74,6098,8603,0.708822504
Croydon,E09000008,51.36598,-0.07761,08/12/2020,25/04/2021,1st dose,70-74,12735,13362,0.953075887
Ealing,E09000009,51.52443,-0.31407,08/12/2020,25/04/2021,1st dose,70-74,10546,10855,0.971533855
Enfield,E09000010,51.64888,-0.08147,08/12/2020,25/04/2021,1st dose,70-74,10210,10921,0.934896072
Greenwich,E09000011,51.46393,0.050107,08/12/2020,25/04/2021,1st dose,70-74,7456,8074,0.923458013
Hackney,E09000012,51.55492,-0.06045,08/12/2020,25/04/2021,1st dose,70-74,5107,5876,0.869128659
Hammersmith and Fulham,E09000013,51.48733,-0.21735,08/12/2020,25/04/2021,1st dose,70-74,4527,5365,0.843802423
Haringey,E09000014,51.58771,-0.10667,08/12/2020,25/04/2021,1st dose,70-74,6405,7154,0.895303327
Harrow,E09000015,51.59467,-0.33603,08/12/2020,25/04/2021,1st dose,70-74,9327,9792,0.952512255
Havering,E09000016,51.56519,0.235368,08/12/2020,25/04/2021,1st dose,70-74,11653,11960,0.974331104
Hillingdon,E09000017,51.53663,-0.44182,08/12/2020,25/04/2021,1st dose,70-74,9916,10449,0.948990334
Hounslow,E09000018,51.46243,-0.37847,08/12/2020,25/04/2021,1st dose,70-74,8325,8538,0.975052706
Islington,E09000019,51.54548,-0.10992,08/12/2020,25/04/2021,1st dose,70-74,5040,5651,0.891877544
Kensington and Chelsea,E09000020,51.49644,-0.18976,08/12/2020,25/04/2021,1st dose,70-74,4743,6734,0.704336204
Kingston upon Thames,E09000021,51.39296,-0.28367,08/12/2020,25/04/2021,1st dose,70-74,6316,6460,0.977708978
Lambeth,E09000022,51.46445,-0.11385,08/12/2020,25/04/2021,1st dose,70-74,6153,6650,0.925263158
Lewisham,E09000023,51.44231,-0.01733,08/12/2020,25/04/2021,1st dose,70-74,6298,7101,0.886917336
Merton,E09000024,51.41057,-0.18867,08/12/2020,25/04/2021,1st dose,70-74,6564,6684,0.982046679
Newham,E09000025,51.53147,0.027289,08/12/2020,25/04/2021,1st dose,70-74,5662,6507,0.870139849
Redbridge,E09000026,51.58589,0.070071,08/12/2020,25/04/2021,1st dose,70-74,9034,9526,0.948351879
Richmond upon Thames,E09000027,51.44035,-0.28914,08/12/2020,25/04/2021,1st dose,70-74,8385,8506,0.985774747
Southwark,E09000028,51.46592,-0.07306,08/12/2020,25/04/2021,1st dose,70-74,6010,6822,0.880973322
Sutton,E09000029,51.35756,-0.17227,08/12/2020,25/04/2021,1st dose,70-74,8012,8335,0.96124775
Tower Hamlets,E09000030,51.51554,-0.03643,08/12/2020,25/04/2021,1st dose,70-74,3982,4999,0.796559312
Waltham Forest,E09000031,51.59461,-0.01881,08/12/2020,25/04/2021,1st dose,70-74,6506,7494,0.868161196
Wandsworth,E09000032,51.4524,-0.20023,08/12/2020,25/04/2021,1st dose,70-74,7737,8167,0.947349088
Westminster,E09000033,51.5122,-0.15295,08/12/2020,25/04/2021,1st dose,70-74,5517,8237,0.669782688
Barking and Dagenham,E09000002,51.54555,0.129479,08/12/2020,25/04/2021,1st dose,75-79,2981,3339,0.89278227
Barnet,E09000003,51.61108,-0.21821,08/12/2020,25/04/2021,1st dose,75-79,9793,10286,0.952070776
Bexley,E09000004,51.45823,0.146227,08/12/2020,25/04/2021,1st dose,75-79,7516,7534,0.997610831
Brent,E09000005,51.56441,-0.27568,08/12/2020,25/04/2021,1st dose,75-79,6258,7339,0.852704728
Bromley,E09000006,51.37267,0.039246,08/12/2020,25/04/2021,1st dose,75-79,10898,10705,1.018028958
Camden,E09000007,51.54306,-0.16289,08/12/2020,25/04/2021,1st dose,75-79,4544,5890,0.77147708
Croydon,E09000008,51.36598,-0.07761,08/12/2020,25/04/2021,1st dose,75-79,8962,9457,0.94765782
Ealing,E09000009,51.52443,-0.31407,08/12/2020,25/04/2021,1st dose,75-79,7353,7907,0.9299355
Enfield,E09000010,51.64888,-0.08147,08/12/2020,25/04/2021,1st dose,75-79,7486,8490,0.881743227
Greenwich,E09000011,51.46393,0.050107,08/12/2020,25/04/2021,1st dose,75-79,5236,5356,0.97759522
Hackney,E09000012,51.55492,-0.06045,08/12/2020,25/04/2021,1st dose,75-79,3267,3981,0.820648078
Hammersmith and Fulham,E09000013,51.48733,-0.21735,08/12/2020,25/04/2021,1st dose,75-79,3166,3731,0.848566068
Haringey,E09000014,51.58771,-0.10667,08/12/2020,25/04/2021,1st dose,75-79,4362,4858,0.897900371
Harrow,E09000015,51.59467,-0.33603,08/12/2020,25/04/2021,1st dose,75-79,7007,7131,0.982611134
Havering,E09000016,51.56519,0.235368,08/12/2020,25/04/2021,1st dose,75-79,8404,8453,0.994203241
Hillingdon,E09000017,51.53663,-0.44182,08/12/2020,25/04/2021,1st dose,75-79,7142,7522,0.949481521
Hounslow,E09000018,51.46243,-0.37847,08/12/2020,25/04/2021,1st dose,75-79,5741,5929,0.968291449
Islington,E09000019,51.54548,-0.10992,08/12/2020,25/04/2021,1st dose,75-79,3380,3865,0.874514877
Kensington and Chelsea,E09000020,51.49644,-0.18976,08/12/2020,25/04/2021,1st dose,75-79,3624,4786,0.757208525
Kingston upon Thames,E09000021,51.39296,-0.28367,08/12/2020,25/04/2021,1st dose,75-79,4383,4393,0.997723651
Lambeth,E09000022,51.46445,-0.11385,08/12/2020,25/04/2021,1st dose,75-79,4106,4809,0.853815762
Lewisham,E09000023,51.44231,-0.01733,08/12/2020,25/04/2021,1st dose,75-79,4528,5115,0.885239492
Merton,E09000024,51.41057,-0.18867,08/12/2020,25/04/2021,1st dose,75-79,4497,4690,0.958848614
Newham,E09000025,51.53147,0.027289,08/12/2020,25/04/2021,1st dose,75-79,3572,4733,0.754701035
Redbridge,E09000026,51.58589,0.070071,08/12/2020,25/04/2021,1st dose,75-79,6266,6814,0.919577341
Richmond upon Thames,E09000027,51.44035,-0.28914,08/12/2020,25/04/2021,1st dose,75-79,5939,5656,1.050035361
Southwark,E09000028,51.46592,-0.07306,08/12/2020,25/04/2021,1st dose,75-79,3933,4777,0.823320075
Sutton,E09000029,51.35756,-0.17227,08/12/2020,25/04/2021,1st dose,75-79,5686,5720,0.994055944
Tower Hamlets,E09000030,51.51554,-0.03643,08/12/2020,25/04/2021,1st dose,75-79,2581,3465,0.744877345
Waltham Forest,E09000031,51.59461,-0.01881,08/12/2020,25/04/2021,1st dose,75-79,4635,5223,0.887421022
Wandsworth,E09000032,51.4524,-0.20023,08/12/2020,25/04/2021,1st dose,75-79,5239,5700,0.919122807
Westminster,E09000033,51.5122,-0.15295,08/12/2020,25/04/2021,1st dose,75-79,4240,5656,0.749646393
Barking and Dagenham,E09000002,51.54555,0.129479,08/12/2020,25/04/2021,1st dose,80+,4599,5685,0.808970976
Barnet,E09000003,51.61108,-0.21821,08/12/2020,25/04/2021,1st dose,80+,14770,16910,0.873447664
Bexley,E09000004,51.45823,0.146227,08/12/2020,25/04/2021,1st dose,80+,11494,12831,0.895799236
Brent,E09000005,51.56441,-0.27568,08/12/2020,25/04/2021,1st dose,80+,9200,11307,0.813655258
Bromley,E09000006,51.37267,0.039246,08/12/2020,25/04/2021,1st dose,80+,16564,17418,0.950970261
Camden,E09000007,51.54306,-0.16289,08/12/2020,25/04/2021,1st dose,80+,5892,8858,0.665161436
Croydon,E09000008,51.36598,-0.07761,08/12/2020,25/04/2021,1st dose,80+,13042,14802,0.881097149
Ealing,E09000009,51.52443,-0.31407,08/12/2020,25/04/2021,1st dose,80+,10625,12405,0.856509472
Enfield,E09000010,51.64888,-0.08147,08/12/2020,25/04/2021,1st dose,80+,11544,12809,0.901241315
Greenwich,E09000011,51.46393,0.050107,08/12/2020,25/04/2021,1st dose,80+,6754,7939,0.850736869
Hackney,E09000012,51.55492,-0.06045,08/12/2020,25/04/2021,1st dose,80+,4278,5950,0.718991597
Hammersmith and Fulham,E09000013,51.48733,-0.21735,08/12/2020,25/04/2021,1st dose,80+,4229,5274,0.801858172
Haringey,E09000014,51.58771,-0.10667,08/12/2020,25/04/2021,1st dose,80+,5951,7158,0.83137748
Harrow,E09000015,51.59467,-0.33603,08/12/2020,25/04/2021,1st dose,80+,10728,11813,0.908152036
Havering,E09000016,51.56519,0.235368,08/12/2020,25/04/2021,1st dose,80+,12802,14470,0.884727021
Hillingdon,E09000017,51.53663,-0.44182,08/12/2020,25/04/2021,1st dose,80+,11119,12140,0.915897858
Hounslow,E09000018,51.46243,-0.37847,08/12/2020,25/04/2021,1st dose,80+,7767,8596,0.903559795
Islington,E09000019,51.54548,-0.10992,08/12/2020,25/04/2021,1st dose,80+,4398,5491,0.800947004
Kensington and Chelsea,E09000020,51.49644,-0.18976,08/12/2020,25/04/2021,1st dose,80+,4712,6494,0.725592855
Kingston upon Thames,E09000021,51.39296,-0.28367,08/12/2020,25/04/2021,1st dose,80+,6138,6990,0.878111588
Lambeth,E09000022,51.46445,-0.11385,08/12/2020,25/04/2021,1st dose,80+,5931,7466,0.794401286
Lewisham,E09000023,51.44231,-0.01733,08/12/2020,25/04/2021,1st dose,80+,6633,8037,0.825307951
Merton,E09000024,51.41057,-0.18867,08/12/2020,25/04/2021,1st dose,80+,6881,7421,0.927233526
Newham,E09000025,51.53147,0.027289,08/12/2020,25/04/2021,1st dose,80+,4995,6780,0.736725664
Redbridge,E09000026,51.58589,0.070071,08/12/2020,25/04/2021,1st dose,80+,9632,11007,0.875079495
Richmond upon Thames,E09000027,51.44035,-0.28914,08/12/2020,25/04/2021,1st dose,80+,7842,8440,0.929146919
Southwark,E09000028,51.46592,-0.07306,08/12/2020,25/04/2021,1st dose,80+,5548,6976,0.795298165
Sutton,E09000029,51.35756,-0.17227,08/12/2020,25/04/2021,1st dose,80+,8459,9136,0.925897548
Tower Hamlets,E09000030,51.51554,-0.03643,08/12/2020,25/04/2021,1st dose,80+,3943,5249,0.751190703
Waltham Forest,E09000031,51.59461,-0.01881,08/12/2020,25/04/2021,1st dose,80+,6561,8376,0.783309456
Wandsworth,E09000032,51.4524,-0.20023,08/12/2020,25/04/2021,1st dose,80+,7448,8501,0.87613222
Westminster,E09000033,51.5122,-0.15295,08/12/2020,25/04/2021,1st dose,80+,5654,9004,0.627943136
Barking and Dagenham,E09000002,51.54555,0.129479,08/12/2020,25/04/2021,1st dose,Under 45,19360,89866,0.215431865
Barnet,E09000003,51.61108,-0.21821,08/12/2020,25/04/2021,1st dose,Under 45,41395,159400,0.259692597
Bexley,E09000004,51.45823,0.146227,08/12/2020,25/04/2021,1st dose,Under 45,21795,92971,0.23442794
Brent,E09000005,51.56441,-0.27568,08/12/2020,25/04/2021,1st dose,Under 45,37035,140899,0.262847856
Bromley,E09000006,51.37267,0.039246,08/12/2020,25/04/2021,1st dose,Under 45,28169,118689,0.237334547
Camden,E09000007,51.54306,-0.16289,08/12/2020,25/04/2021,1st dose,Under 45,24853,133660,0.185941942
Croydon,E09000008,51.36598,-0.07761,08/12/2020,25/04/2021,1st dose,Under 45,34397,149247,0.230470294
Ealing,E09000009,51.52443,-0.31407,08/12/2020,25/04/2021,1st dose,Under 45,33418,138840,0.240694324
Enfield,E09000010,51.64888,-0.08147,08/12/2020,25/04/2021,1st dose,Under 45,40797,131732,0.30969696
Greenwich,E09000011,51.46393,0.050107,08/12/2020,25/04/2021,1st dose,Under 45,28695,130127,0.220515343
Hackney,E09000012,51.55492,-0.06045,08/12/2020,25/04/2021,1st dose,Under 45,26382,151709,0.173898714
Hammersmith and Fulham,E09000013,51.48733,-0.21735,08/12/2020,25/04/2021,1st dose,Under 45,19416,88627,0.219075451
Haringey,E09000014,51.58771,-0.10667,08/12/2020,25/04/2021,1st dose,Under 45,22245,123430,0.180223609
Harrow,E09000015,51.59467,-0.33603,08/12/2020,25/04/2021,1st dose,Under 45,30934,96627,0.320138264
Havering,E09000016,51.56519,0.235368,08/12/2020,25/04/2021,1st dose,Under 45,23753,96164,0.247005116
Hillingdon,E09000017,51.53663,-0.44182,08/12/2020,25/04/2021,1st dose,Under 45,32698,126836,0.257797471
Hounslow,E09000018,51.46243,-0.37847,08/12/2020,25/04/2021,1st dose,Under 45,27685,114933,0.240879469
Islington,E09000019,51.54548,-0.10992,08/12/2020,25/04/2021,1st dose,Under 45,23108,136166,0.169704625
Kensington and Chelsea,E09000020,51.49644,-0.18976,08/12/2020,25/04/2021,1st dose,Under 45,12807,64585,0.198296818
Kingston upon Thames,E09000021,51.39296,-0.28367,08/12/2020,25/04/2021,1st dose,Under 45,15788,74104,0.213051927
Lambeth,E09000022,51.46445,-0.11385,08/12/2020,25/04/2021,1st dose,Under 45,37308,174044,0.214359587
Lewisham,E09000023,51.44231,-0.01733,08/12/2020,25/04/2021,1st dose,Under 45,28681,143600,0.199728412
Merton,E09000024,51.41057,-0.18867,08/12/2020,25/04/2021,1st dose,Under 45,20622,87170,0.236572215
Newham,E09000025,51.53147,0.027289,08/12/2020,25/04/2021,1st dose,Under 45,38977,178769,0.218029972
Redbridge,E09000026,51.58589,0.070071,08/12/2020,25/04/2021,1st dose,Under 45,30858,128107,0.240876767
Richmond upon Thames,E09000027,51.44035,-0.28914,08/12/2020,25/04/2021,1st dose,Under 45,14298,70502,0.202802757
Southwark,E09000028,51.46592,-0.07306,08/12/2020,25/04/2021,1st dose,Under 45,32687,162144,0.201592412
Sutton,E09000029,51.35756,-0.17227,08/12/2020,25/04/2021,1st dose,Under 45,20697,77418,0.267340928
Tower Hamlets,E09000030,51.51554,-0.03643,08/12/2020,25/04/2021,1st dose,Under 45,36574,183940,0.198836577
Waltham Forest,E09000031,51.59461,-0.01881,08/12/2020,25/04/2021,1st dose,Under 45,26817,123788,0.216636508
Wandsworth,E09000032,51.4524,-0.20023,08/12/2020,25/04/2021,1st dose,Under 45,38130,173509,0.219758053
Westminster,E09000033,51.5122,-0.15295,08/12/2020,25/04/2021,1st dose,Under 45,22420,125117,0.179192276
Barking and Dagenham,E09000002,51.54555,0.129479,08/12/2020,25/04/2021,2nd dose,45-49,1966,14291,0.137569099
Barnet,E09000003,51.61108,-0.21821,08/12/2020,25/04/2021,2nd dose,45-49,3726,27600,0.135
Bexley,E09000004,51.45823,0.146227,08/12/2020,25/04/2021,2nd dose,45-49,2061,16492,0.124969682
Brent,E09000005,51.56441,-0.27568,08/12/2020,25/04/2021,2nd dose,45-49,2255,21218,0.106277689
Bromley,E09000006,51.37267,0.039246,08/12/2020,25/04/2021,2nd dose,45-49,2878,24249,0.118685307
Camden,E09000007,51.54306,-0.16289,08/12/2020,25/04/2021,2nd dose,45-49,1403,17271,0.081234439
Croydon,E09000008,51.36598,-0.07761,08/12/2020,25/04/2021,2nd dose,45-49,3160,25813,0.122418936
Ealing,E09000009,51.52443,-0.31407,08/12/2020,25/04/2021,2nd dose,45-49,2378,24550,0.096863544
Enfield,E09000010,51.64888,-0.08147,08/12/2020,25/04/2021,2nd dose,45-49,3441,22528,0.152743253
Greenwich,E09000011,51.46393,0.050107,08/12/2020,25/04/2021,2nd dose,45-49,2120,19416,0.109188298
Hackney,E09000012,51.55492,-0.06045,08/12/2020,25/04/2021,2nd dose,45-49,1524,17344,0.087869004
Hammersmith and Fulham,E09000013,51.48733,-0.21735,08/12/2020,25/04/2021,2nd dose,45-49,1018,13215,0.077033674
Haringey,E09000014,51.58771,-0.10667,08/12/2020,25/04/2021,2nd dose,45-49,1671,19182,0.087112918
Harrow,E09000015,51.59467,-0.33603,08/12/2020,25/04/2021,2nd dose,45-49,2758,16359,0.168592212
Havering,E09000016,51.56519,0.235368,08/12/2020,25/04/2021,2nd dose,45-49,1861,16115,0.11548247
Hillingdon,E09000017,51.53663,-0.44182,08/12/2020,25/04/2021,2nd dose,45-49,2207,19994,0.110383115
Hounslow,E09000018,51.46243,-0.37847,08/12/2020,25/04/2021,2nd dose,45-49,2503,18792,0.133194977
Islington,E09000019,51.54548,-0.10992,08/12/2020,25/04/2021,2nd dose,45-49,1257,13484,0.093221596
Kensington and Chelsea,E09000020,51.49644,-0.18976,08/12/2020,25/04/2021,2nd dose,45-49,686,11252,0.060966939
Kingston upon Thames,E09000021,51.39296,-0.28367,08/12/2020,25/04/2021,2nd dose,45-49,1324,13025,0.101650672
Lambeth,E09000022,51.46445,-0.11385,08/12/2020,25/04/2021,2nd dose,45-49,2214,19861,0.11147475
Lewisham,E09000023,51.44231,-0.01733,08/12/2020,25/04/2021,2nd dose,45-49,2494,21262,0.117298467
Merton,E09000024,51.41057,-0.18867,08/12/2020,25/04/2021,2nd dose,45-49,2024,14412,0.140438523
Newham,E09000025,51.53147,0.027289,08/12/2020,25/04/2021,2nd dose,45-49,1923,21123,0.091038205
Redbridge,E09000026,51.58589,0.070071,08/12/2020,25/04/2021,2nd dose,45-49,2814,20208,0.139251781
Richmond upon Thames,E09000027,51.44035,-0.28914,08/12/2020,25/04/2021,2nd dose,45-49,1310,16642,0.0787165
Southwark,E09000028,51.46592,-0.07306,08/12/2020,25/04/2021,2nd dose,45-49,2281,20036,0.113845079
Sutton,E09000029,51.35756,-0.17227,08/12/2020,25/04/2021,2nd dose,45-49,2288,15486,0.147746352
Tower Hamlets,E09000030,51.51554,-0.03643,08/12/2020,25/04/2021,2nd dose,45-49,1628,18383,0.088560083
Waltham Forest,E09000031,51.59461,-0.01881,08/12/2020,25/04/2021,2nd dose,45-49,1842,18836,0.097791463
Wandsworth,E09000032,51.4524,-0.20023,08/12/2020,25/04/2021,2nd dose,45-49,2003,20562,0.097412703
Westminster,E09000033,51.5122,-0.15295,08/12/2020,25/04/2021,2nd dose,45-49,1100,17613,0.062453869
Barking and Dagenham,E09000002,51.54555,0.129479,08/12/2020,25/04/2021,2nd dose,50-54,2268,12493,0.181541663
Barnet,E09000003,51.61108,-0.21821,08/12/2020,25/04/2021,2nd dose,50-54,4405,25906,0.170037829
Bexley,E09000004,51.45823,0.146227,08/12/2020,25/04/2021,2nd dose,50-54,2640,17554,0.150393073
Brent,E09000005,51.56441,-0.27568,08/12/2020,25/04/2021,2nd dose,50-54,2802,20601,0.136012815
Bromley,E09000006,51.37267,0.039246,08/12/2020,25/04/2021,2nd dose,50-54,3484,24638,0.141407582
Camden,E09000007,51.54306,-0.16289,08/12/2020,25/04/2021,2nd dose,50-54,1639,15685,0.10449474
Croydon,E09000008,51.36598,-0.07761,08/12/2020,25/04/2021,2nd dose,50-54,3862,27372,0.141093088
Ealing,E09000009,51.52443,-0.31407,08/12/2020,25/04/2021,2nd dose,50-54,2889,22964,0.125805609
Enfield,E09000010,51.64888,-0.08147,08/12/2020,25/04/2021,2nd dose,50-54,4396,23032,0.190864884
Greenwich,E09000011,51.46393,0.050107,08/12/2020,25/04/2021,2nd dose,50-54,2585,17879,0.14458303
Hackney,E09000012,51.55492,-0.06045,08/12/2020,25/04/2021,2nd dose,50-54,1795,15801,0.113600405
Hammersmith and Fulham,E09000013,51.48733,-0.21735,08/12/2020,25/04/2021,2nd dose,50-54,1290,11813,0.109201727
Haringey,E09000014,51.58771,-0.10667,08/12/2020,25/04/2021,2nd dose,50-54,1972,18035,0.109342944
Harrow,E09000015,51.59467,-0.33603,08/12/2020,25/04/2021,2nd dose,50-54,3357,15752,0.213115795
Havering,E09000016,51.56519,0.235368,08/12/2020,25/04/2021,2nd dose,50-54,2384,17477,0.13640785
Hillingdon,E09000017,51.53663,-0.44182,08/12/2020,25/04/2021,2nd dose,50-54,2636,19384,0.135988444
Hounslow,E09000018,51.46243,-0.37847,08/12/2020,25/04/2021,2nd dose,50-54,3037,17241,0.176149875
Islington,E09000019,51.54548,-0.10992,08/12/2020,25/04/2021,2nd dose,50-54,1548,13271,0.116645317
Kensington and Chelsea,E09000020,51.49644,-0.18976,08/12/2020,25/04/2021,2nd dose,50-54,931,10961,0.084937506
Kingston upon Thames,E09000021,51.39296,-0.28367,08/12/2020,25/04/2021,2nd dose,50-54,1384,11645,0.118849292
Lambeth,E09000022,51.46445,-0.11385,08/12/2020,25/04/2021,2nd dose,50-54,3186,19322,0.164889763
Lewisham,E09000023,51.44231,-0.01733,08/12/2020,25/04/2021,2nd dose,50-54,2958,19642,0.150595662
Merton,E09000024,51.41057,-0.18867,08/12/2020,25/04/2021,2nd dose,50-54,2487,13796,0.180269643
Newham,E09000025,51.53147,0.027289,08/12/2020,25/04/2021,2nd dose,50-54,2075,19171,0.108236399
Redbridge,E09000026,51.58589,0.070071,08/12/2020,25/04/2021,2nd dose,50-54,3247,18783,0.172869084
Richmond upon Thames,E09000027,51.44035,-0.28914,08/12/2020,25/04/2021,2nd dose,50-54,1644,14847,0.11072944
Southwark,E09000028,51.46592,-0.07306,08/12/2020,25/04/2021,2nd dose,50-54,2930,19727,0.148527399
Sutton,E09000029,51.35756,-0.17227,08/12/2020,25/04/2021,2nd dose,50-54,2856,14977,0.190692395
Tower Hamlets,E09000030,51.51554,-0.03643,08/12/2020,25/04/2021,2nd dose,50-54,1491,14858,0.10034998
Waltham Forest,E09000031,51.59461,-0.01881,08/12/2020,25/04/2021,2nd dose,50-54,2140,17548,0.12195122
