ltla_name,ltla_code,latitude,longitude,start_date,end_date,dose,age_band,vaccines,population,percent_vaccine
Wandsworth,E09000032,51.4524,-0.20023,08/12/2020,25/04/2021,2nd dose,50-54,2565,18164,0.141213389
Westminster,E09000033,51.5122,-0.15295,08/12/2020,25/04/2021,2nd dose,50-54,1352,16678,0.081064876
Barking and Dagenham,E09000002,51.54555,0.129479,08/12/2020,25/04/2021,2nd dose,55-59,2254,10535,0.213953488
Barnet,E09000003,51.61108,-0.21821,08/12/2020,25/04/2021,2nd dose,55-59,5448,22509,0.242036519
Bexley,E09000004,51.45823,0.146227,08/12/2020,25/04/2021,2nd dose,55-59,3103,16171,0.191886711
Brent,E09000005,51.56441,-0.27568,08/12/2020,25/04/2021,2nd dose,55-59,3539,19243,0.183911033
Bromley,E09000006,51.37267,0.039246,08/12/2020,25/04/2021,2nd dose,55-59,4115,21769,0.189030272
Camden,E09000007,51.54306,-0.16289,08/12/2020,25/04/2021,2nd dose,55-59,1805,13034,0.138483965
Croydon,E09000008,51.36598,-0.07761,08/12/2020,25/04/2021,2nd dose,55-59,4541,25680,0.176830218
Ealing,E09000009,51.52443,-0.31407,08/12/2020,25/04/2021,2nd dose,55-59,3408,19705,0.172951028
Enfield,E09000010,51.64888,-0.08147,08/12/2020,25/04/2021,2nd dose,55-59,6270,20350,0.308108108
Greenwich,E09000011,51.46393,0.050107,08/12/2020,25/04/2021,2nd dose,55-59,2868,15300,0.18745098
Hackney,E09000012,51.55492,-0.06045,08/12/2020,25/04/2021,2nd dose,55-59,1853,12981,0.142747092
Hammersmith and Fulham,E09000013,51.48733,-0.21735,08/12/2020,25/04/2021,2nd dose,55-59,1323,9923,0.133326615
Haringey,E09000014,51.58771,-0.10667,08/12/2020,25/04/2021,2nd dose,55-59,3235,14900,0.217114094
Harrow,E09000015,51.59467,-0.33603,08/12/2020,25/04/2021,2nd dose,55-59,4355,15458,0.281731142
Havering,E09000016,51.56519,0.235368,08/12/2020,25/04/2021,2nd dose,55-59,2780,16577,0.167702238
Hillingdon,E09000017,51.53663,-0.44182,08/12/2020,25/04/2021,2nd dose,55-59,3137,17763,0.176603051
Hounslow,E09000018,51.46243,-0.37847,08/12/2020,25/04/2021,2nd dose,55-59,3291,15062,0.21849688
Islington,E09000019,51.54548,-0.10992,08/12/2020,25/04/2021,2nd dose,55-59,1849,11189,0.165251586
Kensington and Chelsea,E09000020,51.49644,-0.18976,08/12/2020,25/04/2021,2nd dose,55-59,1152,9904,0.11631664
Kingston upon Thames,E09000021,51.39296,-0.28367,08/12/2020,25/04/2021,2nd dose,55-59,1664,9929,0.167589888
Lambeth,E09000022,51.46445,-0.11385,08/12/2020,25/04/2021,2nd dose,55-59,3714,17000,0.218470588
Lewisham,E09000023,51.44231,-0.01733,08/12/2020,25/04/2021,2nd dose,55-59,3275,17200,0.190406977
Merton,E09000024,51.41057,-0.18867,08/12/2020,25/04/2021,2nd dose,55-59,2973,11960,0.248578595
Newham,E09000025,51.53147,0.027289,08/12/2020,25/04/2021,2nd dose,55-59,2004,16142,0.124148185
Redbridge,E09000026,51.58589,0.070071,08/12/2020,25/04/2021,2nd dose,55-59,3437,16860,0.203855279
Richmond upon Thames,E09000027,51.44035,-0.28914,08/12/2020,25/04/2021,2nd dose,55-59,1891,12899,0.146600512
Southwark,E09000028,51.46592,-0.07306,08/12/2020,25/04/2021,2nd dose,55-59,3309,17494,0.189150566
Sutton,E09000029,51.35756,-0.17227,08/12/2020,25/04/2021,2nd dose,55-59,3152,12825,0.245769981
Tower Hamlets,E09000030,51.51554,-0.03643,08/12/2020,25/04/2021,2nd dose,55-59,1414,11780,0.120033956
Waltham Forest,E09000031,51.59461,-0.01881,08/12/2020,25/04/2021,2nd dose,55-59,2467,14542,0.169646541
Wandsworth,E09000032,51.4524,-0.20023,08/12/2020,25/04/2021,2nd dose,55-59,2798,14896,0.187835661
Westminster,E09000033,51.5122,-0.15295,08/12/2020,25/04/2021,2nd dose,55-59,1497,13888,0.107790899
Barking and Dagenham,E09000002,51.54555,0.129479,08/12/2020,25/04/2021,2nd dose,60-64,2017,7960,0.25339196
Barnet,E09000003,51.61108,-0.21821,08/12/2020,25/04/2021,2nd dose,60-64,6586,18592,0.354238382
Bexley,E09000004,51.45823,0.146227,08/12/2020,25/04/2021,2nd dose,60-64,3236,12812,0.25257571
Brent,E09000005,51.56441,-0.27568,08/12/2020,25/04/2021,2nd dose,60-64,4889,16425,0.297656012
Bromley,E09000006,51.37267,0.039246,08/12/2020,25/04/2021,2nd dose,60-64,4453,17053,0.261127074
Camden,E09000007,51.54306,-0.16289,08/12/2020,25/04/2021,2nd dose,60-64,3134,10783,0.290642678
Croydon,E09000008,51.36598,-0.07761,08/12/2020,25/04/2021,2nd dose,60-64,4741,19729,0.240306148
Ealing,E09000009,51.52443,-0.31407,08/12/2020,25/04/2021,2nd dose,60-64,3707,16404,0.225981468
Enfield,E09000010,51.64888,-0.08147,08/12/2020,25/04/2021,2nd dose,60-64,9945,15451,0.64364766
Greenwich,E09000011,51.46393,0.050107,08/12/2020,25/04/2021,2nd dose,60-64,3060,11717,0.261159
Hackney,E09000012,51.55492,-0.06045,08/12/2020,25/04/2021,2nd dose,60-64,1764,10083,0.174947932
Hammersmith and Fulham,E09000013,51.48733,-0.21735,08/12/2020,25/04/2021,2nd dose,60-64,1332,7321,0.181942358
Haringey,E09000014,51.58771,-0.10667,08/12/2020,25/04/2021,2nd dose,60-64,3134,11088,0.282647908
Harrow,E09000015,51.59467,-0.33603,08/12/2020,25/04/2021,2nd dose,60-64,5633,13566,0.41522925
Havering,E09000016,51.56519,0.235368,08/12/2020,25/04/2021,2nd dose,60-64,2682,13847,0.193688164
Hillingdon,E09000017,51.53663,-0.44182,08/12/2020,25/04/2021,2nd dose,60-64,2880,14272,0.201793722
Hounslow,E09000018,51.46243,-0.37847,08/12/2020,25/04/2021,2nd dose,60-64,3710,12531,0.296065757
Islington,E09000019,51.54548,-0.10992,08/12/2020,25/04/2021,2nd dose,60-64,1866,8421,0.221588885
Kensington and Chelsea,E09000020,51.49644,-0.18976,08/12/2020,25/04/2021,2nd dose,60-64,1579,8102,0.194890151
Kingston upon Thames,E09000021,51.39296,-0.28367,08/12/2020,25/04/2021,2nd dose,60-64,2187,8136,0.26880531
Lambeth,E09000022,51.46445,-0.11385,08/12/2020,25/04/2021,2nd dose,60-64,3785,12007,0.315232781
Lewisham,E09000023,51.44231,-0.01733,08/12/2020,25/04/2021,2nd dose,60-64,3133,12418,0.252295056
Merton,E09000024,51.41057,-0.18867,08/12/2020,25/04/2021,2nd dose,60-64,3567,9285,0.384168013
Newham,E09000025,51.53147,0.027289,08/12/2020,25/04/2021,2nd dose,60-64,1898,12562,0.151090591
Redbridge,E09000026,51.58589,0.070071,08/12/2020,25/04/2021,2nd dose,60-64,3569,13914,0.25650424
Richmond upon Thames,E09000027,51.44035,-0.28914,08/12/2020,25/04/2021,2nd dose,60-64,1784,10117,0.176336859
Southwark,E09000028,51.46592,-0.07306,08/12/2020,25/04/2021,2nd dose,60-64,3130,12755,0.245393963
Sutton,E09000029,51.35756,-0.17227,08/12/2020,25/04/2021,2nd dose,60-64,2929,10118,0.289484088
Tower Hamlets,E09000030,51.51554,-0.03643,08/12/2020,25/04/2021,2nd dose,60-64,1619,9368,0.172822374
Waltham Forest,E09000031,51.59461,-0.01881,08/12/2020,25/04/2021,2nd dose,60-64,3196,11507,0.277743982
Wandsworth,E09000032,51.4524,-0.20023,08/12/2020,25/04/2021,2nd dose,60-64,2774,11417,0.242971008
Westminster,E09000033,51.5122,-0.15295,08/12/2020,25/04/2021,2nd dose,60-64,1895,11313,0.167506409
Barking and Dagenham,E09000002,51.54555,0.129479,08/12/2020,25/04/2021,2nd dose,65-69,1982,5920,0.334797297
Barnet,E09000003,51.61108,-0.21821,08/12/2020,25/04/2021,2nd dose,65-69,10565,15698,0.673015671
Bexley,E09000004,51.45823,0.146227,08/12/2020,25/04/2021,2nd dose,65-69,5680,10353,0.548633246
Brent,E09000005,51.56441,-0.27568,08/12/2020,25/04/2021,2nd dose,65-69,6755,12597,0.536238787
Bromley,E09000006,51.37267,0.039246,08/12/2020,25/04/2021,2nd dose,65-69,8228,14671,0.560834299
Camden,E09000007,51.54306,-0.16289,08/12/2020,25/04/2021,2nd dose,65-69,4380,9112,0.480684811
Croydon,E09000008,51.36598,-0.07761,08/12/2020,25/04/2021,2nd dose,65-69,6045,15576,0.388097072
Ealing,E09000009,51.52443,-0.31407,08/12/2020,25/04/2021,2nd dose,65-69,7448,13679,0.544484246
Enfield,E09000010,51.64888,-0.08147,08/12/2020,25/04/2021,2nd dose,65-69,8790,12344,0.712086844
Greenwich,E09000011,51.46393,0.050107,08/12/2020,25/04/2021,2nd dose,65-69,4773,8990,0.530923248
Hackney,E09000012,51.55492,-0.06045,08/12/2020,25/04/2021,2nd dose,65-69,3820,7527,0.507506311
Hammersmith and Fulham,E09000013,51.48733,-0.21735,08/12/2020,25/04/2021,2nd dose,65-69,2328,5999,0.388064677
Haringey,E09000014,51.58771,-0.10667,08/12/2020,25/04/2021,2nd dose,65-69,5185,8823,0.587668593
Harrow,E09000015,51.59467,-0.33603,08/12/2020,25/04/2021,2nd dose,65-69,8859,11252,0.787326697
Havering,E09000016,51.56519,0.235368,08/12/2020,25/04/2021,2nd dose,65-69,3239,11826,0.273888043
Hillingdon,E09000017,51.53663,-0.44182,08/12/2020,25/04/2021,2nd dose,65-69,6259,11284,0.554679192
Hounslow,E09000018,51.46243,-0.37847,08/12/2020,25/04/2021,2nd dose,65-69,6235,10368,0.601369599
Islington,E09000019,51.54548,-0.10992,08/12/2020,25/04/2021,2nd dose,65-69,3840,6477,0.592867068
Kensington and Chelsea,E09000020,51.49644,-0.18976,08/12/2020,25/04/2021,2nd dose,65-69,3176,7035,0.451457001
Kingston upon Thames,E09000021,51.39296,-0.28367,08/12/2020,25/04/2021,2nd dose,65-69,3735,6902,0.541147493
Lambeth,E09000022,51.46445,-0.11385,08/12/2020,25/04/2021,2nd dose,65-69,5135,8575,0.598833819
Lewisham,E09000023,51.44231,-0.01733,08/12/2020,25/04/2021,2nd dose,65-69,4968,8735,0.568746422
Merton,E09000024,51.41057,-0.18867,08/12/2020,25/04/2021,2nd dose,65-69,5351,7672,0.697471324
Newham,E09000025,51.53147,0.027289,08/12/2020,25/04/2021,2nd dose,65-69,2893,9208,0.314183319
Redbridge,E09000026,51.58589,0.070071,08/12/2020,25/04/2021,2nd dose,65-69,6574,11505,0.571403738
Richmond upon Thames,E09000027,51.44035,-0.28914,08/12/2020,25/04/2021,2nd dose,65-69,3875,8790,0.440841866
Southwark,E09000028,51.46592,-0.07306,08/12/2020,25/04/2021,2nd dose,65-69,3761,8555,0.43962595
Sutton,E09000029,51.35756,-0.17227,08/12/2020,25/04/2021,2nd dose,65-69,4286,8431,0.508361997
Tower Hamlets,E09000030,51.51554,-0.03643,08/12/2020,25/04/2021,2nd dose,65-69,1860,7146,0.260285474
Waltham Forest,E09000031,51.59461,-0.01881,08/12/2020,25/04/2021,2nd dose,65-69,4682,8887,0.526836953
Wandsworth,E09000032,51.4524,-0.20023,08/12/2020,25/04/2021,2nd dose,65-69,5369,9258,0.579930871
Westminster,E09000033,51.5122,-0.15295,08/12/2020,25/04/2021,2nd dose,65-69,3211,9731,0.329976364
Barking and Dagenham,E09000002,51.54555,0.129479,08/12/2020,25/04/2021,2nd dose,70-74,3403,4836,0.703680728
Barnet,E09000003,51.61108,-0.21821,08/12/2020,25/04/2021,2nd dose,70-74,11745,14410,0.815058987
Bexley,E09000004,51.45823,0.146227,08/12/2020,25/04/2021,2nd dose,70-74,8604,10250,0.839414634
Brent,E09000005,51.56441,-0.27568,08/12/2020,25/04/2021,2nd dose,70-74,6675,9845,0.678009142
Bromley,E09000006,51.37267,0.039246,08/12/2020,25/04/2021,2nd dose,70-74,13126,15383,0.853279594
Camden,E09000007,51.54306,-0.16289,08/12/2020,25/04/2021,2nd dose,70-74,5298,8603,0.615831687
Croydon,E09000008,51.36598,-0.07761,08/12/2020,25/04/2021,2nd dose,70-74,8697,13362,0.650875617
Ealing,E09000009,51.52443,-0.31407,08/12/2020,25/04/2021,2nd dose,70-74,8751,10855,0.806172271
Enfield,E09000010,51.64888,-0.08147,08/12/2020,25/04/2021,2nd dose,70-74,8988,10921,0.823001557
Greenwich,E09000011,51.46393,0.050107,08/12/2020,25/04/2021,2nd dose,70-74,6298,8074,0.780034679
Hackney,E09000012,51.55492,-0.06045,08/12/2020,25/04/2021,2nd dose,70-74,3955,5876,0.673076923
Hammersmith and Fulham,E09000013,51.48733,-0.21735,08/12/2020,25/04/2021,2nd dose,70-74,3694,5365,0.688536813
Haringey,E09000014,51.58771,-0.10667,08/12/2020,25/04/2021,2nd dose,70-74,5292,7154,0.739726027
Harrow,E09000015,51.59467,-0.33603,08/12/2020,25/04/2021,2nd dose,70-74,8405,9792,0.858353758
Havering,E09000016,51.56519,0.235368,08/12/2020,25/04/2021,2nd dose,70-74,10107,11960,0.84506689
Hillingdon,E09000017,51.53663,-0.44182,08/12/2020,25/04/2021,2nd dose,70-74,7748,10449,0.741506364
Hounslow,E09000018,51.46243,-0.37847,08/12/2020,25/04/2021,2nd dose,70-74,6848,8538,0.802061373
Islington,E09000019,51.54548,-0.10992,08/12/2020,25/04/2021,2nd dose,70-74,4180,5651,0.73969209
Kensington and Chelsea,E09000020,51.49644,-0.18976,08/12/2020,25/04/2021,2nd dose,70-74,3974,6734,0.59013959
Kingston upon Thames,E09000021,51.39296,-0.28367,08/12/2020,25/04/2021,2nd dose,70-74,5478,6460,0.847987616
Lambeth,E09000022,51.46445,-0.11385,08/12/2020,25/04/2021,2nd dose,70-74,5013,6650,0.753834586
Lewisham,E09000023,51.44231,-0.01733,08/12/2020,25/04/2021,2nd dose,70-74,5228,7101,0.736234333
Merton,E09000024,51.41057,-0.18867,08/12/2020,25/04/2021,2nd dose,70-74,5584,6684,0.835427887
Newham,E09000025,51.53147,0.027289,08/12/2020,25/04/2021,2nd dose,70-74,4125,6507,0.633932688
Redbridge,E09000026,51.58589,0.070071,08/12/2020,25/04/2021,2nd dose,70-74,7723,9526,0.810728532
Richmond upon Thames,E09000027,51.44035,-0.28914,08/12/2020,25/04/2021,2nd dose,70-74,7263,8506,0.853867858
Southwark,E09000028,51.46592,-0.07306,08/12/2020,25/04/2021,2nd dose,70-74,4837,6822,0.70902961
Sutton,E09000029,51.35756,-0.17227,08/12/2020,25/04/2021,2nd dose,70-74,5626,8335,0.674985003
Tower Hamlets,E09000030,51.51554,-0.03643,08/12/2020,25/04/2021,2nd dose,70-74,3129,4999,0.625925185
Waltham Forest,E09000031,51.59461,-0.01881,08/12/2020,25/04/2021,2nd dose,70-74,5424,7494,0.723779023
Wandsworth,E09000032,51.4524,-0.20023,08/12/2020,25/04/2021,2nd dose,70-74,6593,8167,0.807273173
Westminster,E09000033,51.5122,-0.15295,08/12/2020,25/04/2021,2nd dose,70-74,4412,8237,0.535631905
Barking and Dagenham,E09000002,51.54555,0.129479,08/12/2020,25/04/2021,2nd dose,75-79,2474,3339,0.740940401
Barnet,E09000003,51.61108,-0.21821,08/12/2020,25/04/2021,2nd dose,75-79,8912,10286,0.866420377
Bexley,E09000004,51.45823,0.146227,08/12/2020,25/04/2021,2nd dose,75-79,6839,7534,0.907751526
Brent,E09000005,51.56441,-0.27568,08/12/2020,25/04/2021,2nd dose,75-79,5127,7339,0.698596539
Bromley,E09000006,51.37267,0.039246,08/12/2020,25/04/2021,2nd dose,75-79,9730,10705,0.908921065
Camden,E09000007,51.54306,-0.16289,08/12/2020,25/04/2021,2nd dose,75-79,4060,5890,0.689303905
Croydon,E09000008,51.36598,-0.07761,08/12/2020,25/04/2021,2nd dose,75-79,7206,9457,0.761975256
Ealing,E09000009,51.52443,-0.31407,08/12/2020,25/04/2021,2nd dose,75-79,6444,7907,0.814974074
Enfield,E09000010,51.64888,-0.08147,08/12/2020,25/04/2021,2nd dose,75-79,6699,8490,0.789045936
Greenwich,E09000011,51.46393,0.050107,08/12/2020,25/04/2021,2nd dose,75-79,4538,5356,0.847274085
Hackney,E09000012,51.55492,-0.06045,08/12/2020,25/04/2021,2nd dose,75-79,2645,3981,0.664405928
Hammersmith and Fulham,E09000013,51.48733,-0.21735,08/12/2020,25/04/2021,2nd dose,75-79,2647,3731,0.70946127
Haringey,E09000014,51.58771,-0.10667,08/12/2020,25/04/2021,2nd dose,75-79,3703,4858,0.762247839
Harrow,E09000015,51.59467,-0.33603,08/12/2020,25/04/2021,2nd dose,75-79,6453,7131,0.904922171
Havering,E09000016,51.56519,0.235368,08/12/2020,25/04/2021,2nd dose,75-79,7661,8453,0.906305454
Hillingdon,E09000017,51.53663,-0.44182,08/12/2020,25/04/2021,2nd dose,75-79,6254,7522,0.831427812
Hounslow,E09000018,51.46243,-0.37847,08/12/2020,25/04/2021,2nd dose,75-79,5018,5929,0.846348457
Islington,E09000019,51.54548,-0.10992,08/12/2020,25/04/2021,2nd dose,75-79,2871,3865,0.742820181
Kensington and Chelsea,E09000020,51.49644,-0.18976,08/12/2020,25/04/2021,2nd dose,75-79,3145,4786,0.657124948
Kingston upon Thames,E09000021,51.39296,-0.28367,08/12/2020,25/04/2021,2nd dose,75-79,4084,4393,0.929660824
Lambeth,E09000022,51.46445,-0.11385,08/12/2020,25/04/2021,2nd dose,75-79,3347,4809,0.695986692
Lewisham,E09000023,51.44231,-0.01733,08/12/2020,25/04/2021,2nd dose,75-79,3827,5115,0.748191593
Merton,E09000024,51.41057,-0.18867,08/12/2020,25/04/2021,2nd dose,75-79,3953,4690,0.842857143
Newham,E09000025,51.53147,0.027289,08/12/2020,25/04/2021,2nd dose,75-79,2787,4733,0.588844285
Redbridge,E09000026,51.58589,0.070071,08/12/2020,25/04/2021,2nd dose,75-79,5683,6814,0.834018198
Richmond upon Thames,E09000027,51.44035,-0.28914,08/12/2020,25/04/2021,2nd dose,75-79,5498,5656,0.972065064
Southwark,E09000028,51.46592,-0.07306,08/12/2020,25/04/2021,2nd dose,75-79,3195,4777,0.66882981
Sutton,E09000029,51.35756,-0.17227,08/12/2020,25/04/2021,2nd dose,75-79,5063,5720,0.88513986
Tower Hamlets,E09000030,51.51554,-0.03643,08/12/2020,25/04/2021,2nd dose,75-79,2006,3465,0.578932179
Waltham Forest,E09000031,51.59461,-0.01881,08/12/2020,25/04/2021,2nd dose,75-79,3927,5223,0.751866743
Wandsworth,E09000032,51.4524,-0.20023,08/12/2020,25/04/2021,2nd dose,75-79,4675,5700,0.820175439
Westminster,E09000033,51.5122,-0.15295,08/12/2020,25/04/2021,2nd dose,75-79,3569,5656,0.631011315
Barking and Dagenham,E09000002,51.54555,0.129479,08/12/2020,25/04/2021,2nd dose,80+,3990,5685,0.701846966
Barnet,E09000003,51.61108,-0.21821,08/12/2020,25/04/2021,2nd dose,80+,13584,16910,0.80331165
Bexley,E09000004,51.45823,0.146227,08/12/2020,25/04/2021,2nd dose,80+,10382,12831,0.809134128
Brent,E09000005,51.56441,-0.27568,08/12/2020,25/04/2021,2nd dose,80+,7275,11307,0.643406739
Bromley,E09000006,51.37267,0.039246,08/12/2020,25/04/2021,2nd dose,80+,14801,17418,0.849753129
Camden,E09000007,51.54306,-0.16289,08/12/2020,25/04/2021,2nd dose,80+,5288,8858,0.596974486
Croydon,E09000008,51.36598,-0.07761,08/12/2020,25/04/2021,2nd dose,80+,10429,14802,0.70456695
Ealing,E09000009,51.52443,-0.31407,08/12/2020,25/04/2021,2nd dose,80+,9521,12405,0.7675131
Enfield,E09000010,51.64888,-0.08147,08/12/2020,25/04/2021,2nd dose,80+,10348,12809,0.807869467
Greenwich,E09000011,51.46393,0.050107,08/12/2020,25/04/2021,2nd dose,80+,5906,7939,0.743922408
Hackney,E09000012,51.55492,-0.06045,08/12/2020,25/04/2021,2nd dose,80+,3408,5950,0.572773109
Hammersmith and Fulham,E09000013,51.48733,-0.21735,08/12/2020,25/04/2021,2nd dose,80+,3590,5274,0.680697763
Haringey,E09000014,51.58771,-0.10667,08/12/2020,25/04/2021,2nd dose,80+,4898,7158,0.684269349
Harrow,E09000015,51.59467,-0.33603,08/12/2020,25/04/2021,2nd dose,80+,9965,11813,0.843562177
Havering,E09000016,51.56519,0.235368,08/12/2020,25/04/2021,2nd dose,80+,11627,14470,0.803524534
Hillingdon,E09000017,51.53663,-0.44182,08/12/2020,25/04/2021,2nd dose,80+,9971,12140,0.821334432
Hounslow,E09000018,51.46243,-0.37847,08/12/2020,25/04/2021,2nd dose,80+,6928,8596,0.805956259
Islington,E09000019,51.54548,-0.10992,08/12/2020,25/04/2021,2nd dose,80+,3597,5491,0.655071936
Kensington and Chelsea,E09000020,51.49644,-0.18976,08/12/2020,25/04/2021,2nd dose,80+,4168,6494,0.641823221
Kingston upon Thames,E09000021,51.39296,-0.28367,08/12/2020,25/04/2021,2nd dose,80+,5757,6990,0.82360515
Lambeth,E09000022,51.46445,-0.11385,08/12/2020,25/04/2021,2nd dose,80+,4762,7466,0.637824806
Lewisham,E09000023,51.44231,-0.01733,08/12/2020,25/04/2021,2nd dose,80+,5615,8037,0.698643773
Merton,E09000024,51.41057,-0.18867,08/12/2020,25/04/2021,2nd dose,80+,5992,7421,0.807438351
Newham,E09000025,51.53147,0.027289,08/12/2020,25/04/2021,2nd dose,80+,3900,6780,0.575221239
Redbridge,E09000026,51.58589,0.070071,08/12/2020,25/04/2021,2nd dose,80+,8654,11007,0.786226946
Richmond upon Thames,E09000027,51.44035,-0.28914,08/12/2020,25/04/2021,2nd dose,80+,7309,8440,0.865995261
Southwark,E09000028,51.46592,-0.07306,08/12/2020,25/04/2021,2nd dose,80+,4405,6976,0.631450688
Sutton,E09000029,51.35756,-0.17227,08/12/2020,25/04/2021,2nd dose,80+,7579,9136,0.829575306
Tower Hamlets,E09000030,51.51554,-0.03643,08/12/2020,25/04/2021,2nd dose,80+,3063,5249,0.583539722
Waltham Forest,E09000031,51.59461,-0.01881,08/12/2020,25/04/2021,2nd dose,80+,5302,8376,0.632999045
Wandsworth,E09000032,51.4524,-0.20023,08/12/2020,25/04/2021,2nd dose,80+,6560,8501,0.771673921
Westminster,E09000033,51.5122,-0.15295,08/12/2020,25/04/2021,2nd dose,80+,4815,9004,0.534762328
Barking and Dagenham,E09000002,51.54555,0.129479,08/12/2020,25/04/2021,2nd dose,Under 45,4953,89866,0.055115394
Barnet,E09000003,51.61108,-0.21821,08/12/2020,25/04/2021,2nd dose,Under 45,11379,159400,0.071386449
Bexley,E09000004,51.45823,0.146227,08/12/2020,25/04/2021,2nd dose,Under 45,5917,92971,0.063643502
Brent,E09000005,51.56441,-0.27568,08/12/2020,25/04/2021,2nd dose,Under 45,8496,140899,0.060298512
Bromley,E09000006,51.37267,0.039246,08/12/2020,25/04/2021,2nd dose,Under 45,8329,118689,0.070174995
Camden,E09000007,51.54306,-0.16289,08/12/2020,25/04/2021,2nd dose,Under 45,6687,133660,0.050029927
Croydon,E09000008,51.36598,-0.07761,08/12/2020,25/04/2021,2nd dose,Under 45,10057,149247,0.067384939
Ealing,E09000009,51.52443,-0.31407,08/12/2020,25/04/2021,2nd dose,Under 45,8258,138840,0.059478536
Enfield,E09000010,51.64888,-0.08147,08/12/2020,25/04/2021,2nd dose,Under 45,8400,131732,0.063765828
Greenwich,E09000011,51.46393,0.050107,08/12/2020,25/04/2021,2nd dose,Under 45,6904,130127,0.053055861
Hackney,E09000012,51.55492,-0.06045,08/12/2020,25/04/2021,2nd dose,Under 45,6992,151709,0.046088235
Hammersmith and Fulham,E09000013,51.48733,-0.21735,08/12/2020,25/04/2021,2nd dose,Under 45,5471,88627,0.061730624
Haringey,E09000014,51.58771,-0.10667,08/12/2020,25/04/2021,2nd dose,Under 45,5637,123430,0.04566961
Harrow,E09000015,51.59467,-0.33603,08/12/2020,25/04/2021,2nd dose,Under 45,9680,96627,0.100179039
Havering,E09000016,51.56519,0.235368,08/12/2020,25/04/2021,2nd dose,Under 45,5868,96164,0.061020756
